sku_id,sku_name,sales_month,monthly_revenue,prev_month_revenue,revenue_change,pct_change_revenue,monthly_units,prev_month_units
1155,Electronics_Mobile Accessories_1155,2025-04-01,1107.3999671936035,4231.0200119018555,-3123.620044708252,-73.83,49,223
1056,Snacks_Nuts_1056,2025-09-01,334.88000440597534,1269.8399906158447,-934.9599862098694,-73.63,56,228
1145,Household_Trash Bags_1145,2022-09-01,584.4600048065186,2207.730031967163,-1623.2700271606445,-73.53,51,208
1046,Household_Paper Products_1046,2022-03-01,2909.4999656677246,10939.470111846924,-8029.970146179199,-73.40,50,213
1166,Grocery_Spices_1166,2021-03-01,3057.840019226074,11409.880065917969,-8352.040046691895,-73.20,62,254
1039,Beverages_Soft Drinks_1039,2025-04-01,1316.2400016784668,4874.099967956543,-3557.859966278076,-73.00,52,231
1052,Snacks_Crackers_1052,2023-09-01,867.3600158691406,3178.700023651123,-2311.3400077819824,-72.71,52,216
1059,Electronics_Cables_1059,2024-09-01,1316.2599716186523,4813.210041046143,-3496.9500694274902,-72.65,62,239
1052,Snacks_Crackers_1052,2022-03-01,1100.8800201416016,3986.5200157165527,-2885.639995574951,-72.38,66,282
1149,Electronics_Chargers_1149,2022-09-01,4039.6200256347656,14418.180084228516,-10378.56005859375,-71.98,39,147
1112,Household_Paper Products_1112,2025-04-01,633.2199997901917,2254.0699787139893,-1620.8499789237976,-71.91,64,260
1119,Grocery_Pasta_1119,2025-04-01,1623.1499862670898,5764.099990844727,-4140.950004577637,-71.84,45,194
1146,Snacks_Chocolates_1146,2021-09-01,1115.9500198364258,3921.9599781036377,-2806.009958267212,-71.55,55,203
1073,Electronics_Chargers_1073,2021-03-01,7704.319892883301,26862.440223693848,-19158.120330810547,-71.32,64,241
1150,Electronics_Batteries_1150,2025-04-01,7429.219985961914,25842.780151367188,-18413.560165405273,-71.25,57,240
1163,Household_Paper Products_1163,2021-09-01,2430.3499603271484,8431.28995513916,-6000.939994812012,-71.17,65,241
1097,Snacks_Crackers_1097,2022-03-01,151.37999534606934,524.9500024318695,-373.57000708580017,-71.16,58,235
1150,Electronics_Batteries_1150,2022-03-01,7455.840026855469,25828.43985748291,-18372.59983062744,-71.13,56,230
1114,Electronics_Batteries_1114,2022-09-01,8535.519973754883,29554.459869384766,-21018.939895629883,-71.12,56,205
1198,Dairy_Cheese_1198,2025-09-01,1114.130012512207,3847.7299880981445,-2733.5999755859375,-71.04,43,158
1134,Household_Paper Products_1134,2025-04-01,793.840009689331,2731.3000659942627,-1937.4600563049316,-70.94,58,235
1190,Dairy_Milk_1190,2023-09-01,1418.200002670288,4862.68999671936,-3444.4899940490723,-70.84,70,269
1191,Dairy_Butter_1191,2025-04-01,480.1499938964844,1638.4500126838684,-1158.300018787384,-70.69,50,203
1149,Electronics_Chargers_1149,2025-09-01,7768.499984741211,26495.420211791992,-18726.92022705078,-70.68,75,273
1147,Snacks_Crackers_1147,2023-09-01,1099.2200012207031,3745.4399795532227,-2646.2199783325195,-70.65,53,201
1126,Beverages_Soft Drinks_1126,2024-09-01,1824.700038909912,6216.829957962036,-4392.129919052124,-70.65,71,256
1072,Electronics_Chargers_1072,2022-09-01,10959.959976196289,37192.03009033203,-26232.070114135742,-70.53,46,165
1098,Electronics_Mobile Accessories_1098,2023-09-01,6418.859924316406,21761.410133361816,-15342.55020904541,-70.50,62,240
1159,Electronics_Batteries_1159,2025-09-01,10684.800064086914,36167.75,-25482.949935913086,-70.46,60,218
1009,Electronics_Batteries_1009,2025-09-01,4911.299896240234,16608.0899810791,-11696.790084838867,-70.43,54,195
1015,Dairy_Cream_1015,2021-03-01,1926.2299537658691,6490.789890289307,-4564.5599365234375,-70.32,71,258
1046,Household_Paper Products_1046,2021-03-01,3665.969982147217,12321.530158996582,-8655.560176849365,-70.25,63,232
1021,Grocery_Canned Goods_1021,2021-09-01,1470.3299942016602,4938.959962844849,-3468.6299686431885,-70.23,51,184
1156,Personal Care_Soap_1156,2021-09-01,1969.1000175476074,6610.630014419556,-4641.529996871948,-70.21,58,206
1067,Grocery_Cereals_1067,2025-04-01,2528.070037841797,8436.940113067627,-5908.87007522583,-70.04,51,208
1128,Grocery_Spices_1128,2025-09-01,1275.839988708496,4249.979953765869,-2974.139965057373,-69.98,48,168
1102,Snacks_Biscuits_1102,2021-09-01,1270.8600540161133,4233.069984436035,-2962.209930419922,-69.98,59,208
1029,Grocery_Canned Goods_1029,2025-04-01,2039.4899654388428,6788.069978713989,-4748.5800132751465,-69.95,74,294
1010,Grocery_Rice_1010,2021-09-01,903.650016784668,2998.78999710083,-2095.139980316162,-69.87,55,193
1092,Household_Detergent_1092,2023-09-01,1522.2600173950195,5051.390020370483,-3529.130002975464,-69.86,54,205
1191,Dairy_Butter_1191,2024-09-01,603.8999881744385,2000.7899761199951,-1396.8899879455566,-69.82,61,212
1188,Grocery_Spices_1188,2021-03-01,1304.319959640503,4316.0999393463135,-3011.7799797058105,-69.78,64,231
1058,Personal Care_Soap_1058,2022-09-01,2478.850028991699,8188.790145874023,-5709.940116882324,-69.73,55,196
1193,Beverages_Tea_1193,2025-04-01,787.8199977874756,2597.999979019165,-1810.1799812316895,-69.68,58,232
1115,Household_Paper Products_1115,2021-03-01,2962.7400817871094,9744.330039978027,-6781.589958190918,-69.60,67,243
1117,Snacks_Crackers_1117,2025-09-01,636.1599779129028,2088.8699855804443,-1452.7100076675415,-69.55,64,222
1158,Snacks_Crackers_1158,2021-03-01,370.76999616622925,1213.7899990081787,-843.0200028419495,-69.45,51,186
1081,Snacks_Nuts_1081,2024-09-01,684.080020904541,2235.7500162124634,-1551.6699953079224,-69.40,68,237
1101,Snacks_Crackers_1101,2025-04-01,1450.3200092315674,4731.800046920776,-3281.480037689209,-69.35,60,228
1104,Grocery_Pasta_1104,2021-03-01,1816.3200569152832,5923.860052108765,-4107.539995193481,-69.34,86,303
1015,Dairy_Cream_1015,2021-09-01,1383.6299648284912,4503.8199462890625,-3120.1899814605713,-69.28,51,174
1175,Household_Trash Bags_1175,2024-09-01,3710.080032348633,12076.320030212402,-8366.23999786377,-69.28,62,217
1022,Household_Cleaning Supplies_1022,2025-04-01,2910.930046081543,9472.28007888794,-6561.3500328063965,-69.27,54,219
1010,Grocery_Rice_1010,2024-09-01,1035.0900192260742,3366.810007095337,-2331.7199878692627,-69.26,63,215
1033,Household_Paper Products_1033,2025-09-01,1978.8399353027344,6423.5999755859375,-4444.760040283203,-69.19,61,210
1102,Snacks_Biscuits_1102,2022-03-01,1206.2400512695312,3915.560047149658,-2709.319995880127,-69.19,56,215
1082,Household_Detergent_1082,2021-03-01,3036.8799743652344,9849.619903564453,-6812.739929199219,-69.17,68,242
1122,Dairy_Yogurt_1122,2024-09-01,1738.0000247955322,5631.1200313568115,-3893.1200065612793,-69.14,55,190
1160,Snacks_Nuts_1160,2025-04-01,344.86000061035156,1117.2899928092957,-772.4299921989441,-69.13,57,223
1018,Personal Care_Deodorant_1018,2025-04-01,3331.639976501465,10750.409957885742,-7418.769981384277,-69.01,64,236
1165,Personal Care_Skincare_1165,2025-04-01,1209.2699756622314,3897.689987182617,-2688.4200115203857,-68.97,72,273
1115,Household_Paper Products_1115,2022-03-01,3006.9600830078125,9650.12020111084,-6643.160118103027,-68.84,68,263
1178,Beverages_Soft Drinks_1178,2021-09-01,1340.6400165557861,4295.260013580322,-2954.619997024536,-68.79,56,190
1055,Dairy_Butter_1055,2021-03-01,846.6400003433228,2702.719982147217,-1856.079981803894,-68.67,76,266
1146,Snacks_Chocolates_1146,2024-09-01,1257.9800186157227,4011.190008163452,-2753.2099895477295,-68.64,62,212
1164,Electronics_Cables_1164,2022-03-01,12951.840042114258,41161.339782714844,-28209.499740600586,-68.53,66,251
1040,Electronics_Mobile Accessories_1040,2023-09-01,4657.399993896484,14801.599884033203,-10144.199890136719,-68.53,55,198
1193,Beverages_Tea_1193,2025-09-01,762.8499965667725,2424.1699542999268,-1661.3199577331543,-68.53,55,185
1067,Grocery_Cereals_1067,2021-03-01,3370.7600326538086,10704.070098876953,-7333.3100662231445,-68.51,68,235
1026,Snacks_Biscuits_1026,2025-04-01,305.5199942588806,967.8600041866302,-662.3400099277496,-68.43,56,213
1181,Personal Care_Soap_1181,2021-03-01,3050.1900482177734,9648.8701171875,-6598.680068969727,-68.39,79,273
1016,Grocery_Rice_1016,2025-04-01,1329.7000255584717,4201.310046195984,-2871.610020637512,-68.35,69,265
1149,Electronics_Chargers_1149,2021-03-01,6525.539993286133,20617.26008605957,-14091.720092773438,-68.35,63,216
1159,Electronics_Batteries_1159,2025-04-01,10025.940063476562,31663.120162963867,-21637.180099487305,-68.34,59,215
1071,Grocery_Canned Goods_1071,2025-04-01,361.7699866294861,1140.3599979877472,-778.5900113582611,-68.28,68,254
1132,Dairy_Butter_1132,2025-04-01,1773.819953918457,5589.709995269775,-3815.8900413513184,-68.27,54,203
1062,Personal Care_Deodorant_1062,2021-03-01,2509.480026245117,7901.499977111816,-5392.019950866699,-68.24,86,293
1027,Snacks_Chips_1027,2025-04-01,385.9700050354004,1207.9699931144714,-821.999988079071,-68.05,65,249
1171,Personal Care_Toothpaste_1171,2022-09-01,2708.549903869629,8454.509979248047,-5745.960075378418,-67.96,65,214
1037,Electronics_Cables_1037,2025-09-01,10178.490417480469,31553.070724487305,-21374.580307006836,-67.74,57,185
1067,Grocery_Cereals_1067,2024-09-01,3172.4800186157227,9834.310165405273,-6661.830146789551,-67.74,64,211
1107,Electronics_Mobile Accessories_1107,2021-03-01,12861.600173950195,39749.63980102539,-26888.039627075195,-67.64,80,272
1173,Electronics_Batteries_1173,2021-03-01,14231.459991455078,43871.759674072266,-29640.299682617188,-67.56,87,288
1200,Beverages_Juices_1200,2023-09-01,411.949987411499,1270.0699844360352,-858.1199970245361,-67.56,55,193
1044,Snacks_Biscuits_1044,2022-03-01,1198.450050354004,3693.0800132751465,-2494.6299629211426,-67.55,55,202
1074,Personal Care_Skincare_1074,2025-04-01,3916.8798866271973,12064.099838256836,-8147.219951629639,-67.53,64,230
1025,Household_Detergent_1025,2021-03-01,627.5199813842773,1932.4499731063843,-1304.929991722107,-67.53,74,249
1131,Snacks_Crackers_1131,2022-09-01,1431.6699810028076,4402.630048751831,-2970.9600677490234,-67.48,61,199
1164,Electronics_Cables_1164,2021-03-01,13344.320098876953,41023.51989746094,-27679.199798583984,-67.47,68,226
1144,Household_Detergent_1144,2025-09-01,780.840009689331,2399.8800163269043,-1619.0400066375732,-67.46,54,178
1115,Household_Paper Products_1115,2021-09-01,3272.2800903320312,10051.520107269287,-6779.240016937256,-67.44,74,243
1030,Dairy_Cream_1030,2025-09-01,1564.8400650024414,4800.920040130615,-3236.079975128174,-67.41,71,233
1003,Household_Cleaning Supplies_1003,2021-09-01,852,2613.6000328063965,-1761.6000328063965,-67.40,71,231
1164,Electronics_Cables_1164,2024-09-01,12951.839904785156,39680.199295043945,-26728.35939025879,-67.36,66,214
1025,Household_Detergent_1025,2024-09-01,652.959981918335,1997.6200017929077,-1344.6600198745728,-67.31,77,249
1036,Electronics_Mobile Accessories_1036,2022-03-01,6353.080192565918,19372.420043945312,-13019.339851379395,-67.21,71,254
1170,Dairy_Yogurt_1170,2022-03-01,1320.5999641418457,4026.279972076416,-2705.6800079345703,-67.20,62,218
1192,Dairy_Milk_1192,2021-03-01,1647.7499599456787,5001.929990768433,-3354.180030822754,-67.06,75,249
1150,Electronics_Batteries_1150,2021-09-01,8387.820083618164,25456.76039123535,-17068.940307617188,-67.05,63,201
1194,Dairy_Butter_1194,2022-09-01,712.6199989318848,2162.3699989318848,-1449.75,-67.04,74,239
1146,Snacks_Chocolates_1146,2022-09-01,1176.8200302124023,3564.840030670166,-2388.0200004577637,-66.99,58,187
1042,Grocery_Canned Goods_1042,2024-09-01,2514.4000244140625,7606.060089111328,-5091.660064697266,-66.94,56,180
1176,Snacks_Chocolates_1176,2024-09-01,437.1199951171875,1321.920021057129,-884.8000259399414,-66.93,64,204
1091,Dairy_Butter_1091,2022-03-01,559.3599853515625,1689.7999868392944,-1130.440001487732,-66.90,64,233
1019,Electronics_Cables_1019,2022-03-01,16101.360153198242,48622.74034118652,-32521.38018798828,-66.89,76,273
1034,Household_Cleaning Supplies_1034,2024-09-01,3741.4000091552734,11292.759769439697,-7551.359760284424,-66.87,65,209
1125,Personal Care_Toothpaste_1125,2021-03-01,1995.7799663543701,6019.020095825195,-4023.240129470825,-66.84,74,246
1146,Snacks_Chocolates_1146,2025-09-01,1460.8800354003906,4404.840013504028,-2943.9599781036377,-66.83,72,229
1154,Household_Cleaning Supplies_1154,2025-04-01,921.620005607605,2777.199975967407,-1855.5799703598022,-66.81,58,212
1197,Electronics_Mobile Accessories_1197,2022-03-01,1002.0600051879883,3014.5200576782227,-2012.4600524902344,-66.76,57,194
1136,Personal Care_Shampoo_1136,2025-09-01,3436.5300064086914,10321.51989364624,-6884.989887237549,-66.71,57,184
1192,Dairy_Milk_1192,2022-09-01,1471.9899883270264,4417.810056686401,-2945.820068359375,-66.68,67,213
1133,Electronics_Mobile Accessories_1133,2021-03-01,2504.8999633789062,7514.400009155273,-5009.500045776367,-66.67,74,240
1054,Snacks_Chips_1054,2024-09-01,552.159984588623,1656.039981842041,-1103.879997253418,-66.66,56,179
1077,Household_Cleaning Supplies_1077,2021-03-01,3712.799903869629,11126.499969482422,-7413.700065612793,-66.63,78,257
1065,Electronics_Chargers_1065,2021-09-01,10669.800064086914,31974.140106201172,-21304.340042114258,-66.63,60,190
1117,Snacks_Crackers_1117,2024-09-01,636.1599769592285,1903.9299850463867,-1267.7700080871582,-66.59,64,202
1099,Personal Care_Toothpaste_1099,2025-04-01,2890.720043182373,8652.49995803833,-5761.779914855957,-66.59,58,215
1127,Grocery_Rice_1127,2021-09-01,1491.390022277832,4462.3199462890625,-2970.9299240112305,-66.58,73,232
1032,Snacks_Chocolates_1032,2022-09-01,788.3199920654297,2358.3999528884888,-1570.079960823059,-66.57,52,168
1016,Grocery_Rice_1016,2021-03-01,1710.720027923584,5113.0000648498535,-3402.2800369262695,-66.54,88,289
1165,Personal Care_Skincare_1165,2021-09-01,882.2999954223633,2629.5999755859375,-1747.2999801635742,-66.45,51,161
1096,Electronics_Mobile Accessories_1096,2021-03-01,8270.169998168945,24578.850036621094,-16308.680038452148,-66.35,73,242
1029,Grocery_Canned Goods_1029,2024-09-01,1980.899959564209,5886.900037765503,-3906.000078201294,-66.35,71,225
1118,Dairy_Milk_1118,2021-03-01,1848.6000289916992,5488.1399269104,-3639.539897918701,-66.32,78,255
1125,Personal Care_Toothpaste_1125,2025-09-01,1860.9299812316895,5498.699966430664,-3637.7699851989746,-66.16,69,220
1001,Electronics_Chargers_1001,2022-09-01,10367.279846191406,30607.679779052734,-20240.399932861328,-66.13,63,198
1068,Electronics_Chargers_1068,2021-03-01,7797.379699707031,23017.069869995117,-15219.690170288086,-66.12,82,265
1164,Electronics_Cables_1164,2025-04-01,14502.15007019043,42800.22889709473,-28298.078826904297,-66.12,76,261
1119,Grocery_Pasta_1119,2021-09-01,1875.6399841308594,5532.819931030273,-3657.179946899414,-66.10,52,164
1143,Dairy_Cheese_1143,2022-03-01,1170.2799530029297,3446.680004119873,-2276.4000511169434,-66.05,68,238
1092,Household_Detergent_1092,2021-09-01,1494.0700187683105,4389.100023269653,-2895.030004501343,-65.96,53,164
1198,Dairy_Cheese_1198,2021-03-01,2046.8900260925293,6010.560031890869,-3963.67000579834,-65.95,79,256
1193,Beverages_Tea_1193,2022-09-01,776.7199964523315,2279.8199529647827,-1503.0999565124512,-65.93,56,178
1183,Electronics_Batteries_1183,2023-09-01,8696.349655151367,25473.389938354492,-16777.040283203125,-65.86,65,213
1006,Beverages_Coffee_1006,2021-03-01,959.1199970245361,2808.3999404907227,-1849.2799434661865,-65.85,76,245
1009,Electronics_Batteries_1009,2021-03-01,7275.9998779296875,21291.75961303711,-14015.759735107422,-65.83,80,256
1013,Grocery_Cereals_1013,2022-03-01,2494.1000595092773,7294.930097579956,-4800.830038070679,-65.81,70,236
1097,Snacks_Crackers_1097,2025-04-01,206.45999443531036,602.9399911165237,-396.4799966812134,-65.76,80,286
1139,Dairy_Cream_1139,2025-09-01,1203.6299514770508,3506.5099697113037,-2302.880018234253,-65.67,53,163
1082,Household_Detergent_1082,2022-03-01,3170.8599548339844,9232.690021514893,-6061.830066680908,-65.66,71,245
1028,Household_Paper Products_1028,2024-09-01,2673.919921875,7779.219886779785,-5105.299964904785,-65.63,64,197
1028,Household_Paper Products_1028,2025-09-01,2673.919921875,7779.199890136719,-5105.279968261719,-65.63,64,198
1012,Beverages_Juices_1012,2023-03-01,924.9600105285645,2688.3599586486816,-1763.3999481201172,-65.59,69,206
1010,Grocery_Rice_1010,2022-03-01,1215.8200225830078,3519.72998046875,-2303.909957885742,-65.46,74,254
1024,Grocery_Canned Goods_1024,2021-09-01,501.03000259399414,1448.4899997711182,-947.459997177124,-65.41,57,175
1185,Personal Care_Toothpaste_1185,2022-09-01,5959.02995300293,17219.15007019043,-11260.1201171875,-65.39,77,235
1199,Electronics_Cables_1199,2021-03-01,18391.199829101562,53116.54916381836,-34725.3493347168,-65.38,80,251
1079,Beverages_Juices_1079,2023-09-01,270.3999948501587,781.0399913787842,-510.6399965286255,-65.38,52,165
1069,Grocery_Spices_1069,2022-09-01,2106.499973297119,6078.210094451904,-3971.710121154785,-65.34,55,167
1059,Electronics_Cables_1059,2022-09-01,1295.029972076416,3736.840057373047,-2441.810085296631,-65.34,61,188
1059,Electronics_Cables_1059,2023-09-01,1252.5699729919434,3608.599941253662,-2356.0299682617188,-65.29,59,195
1068,Electronics_Chargers_1068,2025-09-01,6275.939758300781,18047.94972229004,-11772.009963989258,-65.23,66,203
1118,Dairy_Milk_1118,2023-09-01,1303.5000228881836,3749.3400115966797,-2445.839988708496,-65.23,55,176
1183,Electronics_Batteries_1183,2021-03-01,11104.569549560547,31875.249572753906,-20770.68002319336,-65.16,83,260
1200,Beverages_Juices_1200,2022-09-01,531.7899837493896,1525.5899753570557,-993.799991607666,-65.14,71,216
1153,Electronics_Batteries_1153,2021-03-01,14625.520111083984,41891.32948303223,-27265.809371948242,-65.09,91,286
1122,Dairy_Yogurt_1122,2021-03-01,3002.000047683716,8596.780151367188,-5594.780103683472,-65.08,95,295
1102,Snacks_Biscuits_1102,2021-03-01,1529.3400650024414,4379.220037460327,-2849.8799724578857,-65.08,71,224
1020,Beverages_Juices_1020,2021-03-01,687.2399988174438,1965.109992980957,-1277.8699941635132,-65.03,69,216
1003,Household_Cleaning Supplies_1003,2021-03-01,1020,2913.599997520447,-1893.5999975204468,-64.99,85,271
1157,Household_Cleaning Supplies_1157,2021-03-01,994.8400039672852,2840.4299640655518,-1845.5899600982666,-64.98,68,219
1009,Electronics_Batteries_1009,2022-03-01,6548.39990234375,18689.859909057617,-12141.460006713867,-64.96,72,242
1081,Snacks_Nuts_1081,2021-03-01,814.8600244522095,2323.6800146102905,-1508.819990158081,-64.93,81,258
1040,Electronics_Mobile Accessories_1040,2021-09-01,4826.759971618652,13760.329933166504,-8933.569961547852,-64.92,57,171
1105,Beverages_Water_1105,2023-09-01,971.2800445556641,2767.100022315979,-1795.819977760315,-64.90,57,182
1154,Household_Cleaning Supplies_1154,2021-03-01,1271.1999988555908,3609.199996948242,-2337.9999980926514,-64.78,80,252
1166,Grocery_Spices_1166,2021-09-01,3600.360023498535,10214.430015563965,-6614.06999206543,-64.75,73,220
1068,Electronics_Chargers_1068,2021-09-01,5515.219787597656,15632.709762573242,-10117.489974975586,-64.72,58,173
1168,Snacks_Chips_1168,2024-09-01,1070.7200393676758,3034.5699920654297,-1963.849952697754,-64.72,56,170
1140,Personal Care_Shampoo_1140,2022-09-01,2401.9499435424805,6796.589931488037,-4394.639987945557,-64.66,67,201
1127,Grocery_Rice_1127,2022-03-01,1368.8100204467773,3871.1399841308594,-2502.329963684082,-64.64,67,224
1163,Household_Paper Products_1163,2022-09-01,2430.3499603271484,6872.1799392700195,-4441.829978942871,-64.63,65,194
1166,Grocery_Spices_1166,2025-04-01,3408.0000343322754,9636.560115814209,-6228.560081481934,-64.63,70,238
1090,Dairy_Cheese_1090,2022-03-01,2338.56005859375,6604.039979934692,-4265.479921340942,-64.59,64,209
1142,Electronics_Mobile Accessories_1142,2023-09-01,922.7600145339966,2605.429983139038,-1682.6699686050415,-64.58,59,186
1187,Personal Care_Skincare_1187,2025-09-01,4566.399963378906,12893.560134887695,-8327.160171508789,-64.58,64,193
1049,Electronics_Batteries_1049,2023-09-01,7325.920227050781,20678.250061035156,-13352.329833984375,-64.57,62,200
1111,Snacks_Nuts_1111,2025-04-01,1080.140027999878,3048.0100469589233,-1967.8700189590454,-64.56,89,288
1089,Electronics_Mobile Accessories_1089,2021-09-01,4418.649932861328,12465.04997253418,-8046.400039672852,-64.55,67,199
1060,Household_Detergent_1060,2022-09-01,2231.379981994629,6289.64005279541,-4058.2600708007812,-64.52,59,175
1020,Beverages_Juices_1020,2022-03-01,707.1599979400635,1989.509964466095,-1282.3499665260315,-64.46,71,236
1153,Electronics_Batteries_1153,2025-09-01,10768.24008178711,30295.989959716797,-19527.749877929688,-64.46,67,202
1098,Electronics_Mobile Accessories_1098,2021-03-01,8696.519897460938,24427.820037841797,-15731.30014038086,-64.40,84,261
1032,Snacks_Chocolates_1032,2021-03-01,1015.7199897766113,2852.1799716949463,-1836.459981918335,-64.39,67,210
1121,Grocery_Rice_1121,2021-06-01,2741.679943084717,7694.149976730347,-4952.47003364563,-64.37,86,280
1128,Grocery_Spices_1128,2021-03-01,2152.979974746704,6042.509880065918,-3889.529905319214,-64.37,81,250
1191,Dairy_Butter_1191,2023-09-01,554.3999881744385,1554.299997329712,-999.9000091552734,-64.33,56,176
1129,Electronics_Chargers_1129,2023-03-01,14122.379653930664,39539.06008911133,-25416.680435180664,-64.28,96,283
1130,Snacks_Nuts_1130,2024-09-01,1163.3400421142578,3256.880023956299,-2093.539981842041,-64.28,69,205
1017,Household_Paper Products_1017,2023-03-01,3311.330020904541,9266.93996810913,-5955.60994720459,-64.27,81,234
1067,Grocery_Cereals_1067,2021-09-01,3370.7600326538086,9432.73014831543,-6061.970115661621,-64.27,68,205
1017,Household_Paper Products_1017,2023-09-01,2766.720001220703,7737.829967498779,-4971.109966278076,-64.24,64,196
1026,Snacks_Biscuits_1026,2022-09-01,387.5999946594238,1083.5700149536133,-695.9700202941895,-64.23,68,203
1150,Electronics_Batteries_1150,2022-09-01,9186.660095214844,25683.190200805664,-16496.53010559082,-64.23,69,205
1039,Beverages_Soft Drinks_1039,2021-03-01,2098.710018157959,5862.880023956299,-3764.17000579834,-64.20,81,250
1103,Dairy_Milk_1103,2021-03-01,2917.6399536132812,8132.709957122803,-5215.0700035095215,-64.12,76,233
1160,Snacks_Nuts_1160,2022-09-01,364.62000131607056,1015.7799916267395,-651.159990310669,-64.10,59,175
1048,Snacks_Biscuits_1048,2023-09-01,915.4199953079224,2549.8300037384033,-1634.410008430481,-64.10,66,210
1184,Snacks_Chocolates_1184,2025-04-01,1382.7000207901,3850.409993171692,-2467.709972381592,-64.09,62,209
1018,Personal Care_Deodorant_1018,2024-09-01,3695.719970703125,10286.879806518555,-6591.15983581543,-64.07,67,198
1022,Household_Cleaning Supplies_1022,2022-03-01,3727.7600173950195,10375.3401222229,-6647.580104827881,-64.07,68,222
1118,Dairy_Milk_1118,2021-09-01,2156.7000427246094,6003.210067749023,-3846.510025024414,-64.07,91,271
1118,Dairy_Milk_1118,2025-09-01,1422.0000267028809,3955.530040740967,-2533.530014038086,-64.05,60,178
1121,Grocery_Rice_1121,2022-09-01,2104.0799598693848,5846.51996421814,-3742.440004348755,-64.01,66,197
1168,Snacks_Chips_1168,2021-09-01,1147.2000408172607,3187.5300102233887,-2040.329969406128,-64.01,60,178
1039,Beverages_Soft Drinks_1039,2022-09-01,1865.5200119018555,5176.959987640381,-3311.4399757385254,-63.96,72,214
1161,Electronics_Batteries_1161,2022-09-01,4711.6201171875,13068.189987182617,-8356.569869995117,-63.95,57,167
1087,Snacks_Crackers_1087,2025-04-01,541.6300048828125,1502.110013961792,-960.4800090789795,-63.94,59,188
1071,Grocery_Canned Goods_1071,2022-03-01,439.1999816894531,1217.8099718093872,-778.6099901199341,-63.94,80,262
1059,Electronics_Cables_1059,2022-03-01,1401.1799697875977,3884.7299365997314,-2483.549966812134,-63.93,66,219
1005,Household_Paper Products_1005,2021-09-01,1504.5000495910645,4168.350051879883,-2663.8500022888184,-63.91,85,249
1129,Electronics_Chargers_1129,2021-03-01,12227.19970703125,33876.31021118164,-21649.11050415039,-63.91,80,247
1075,Snacks_Crackers_1075,2024-09-01,962.6399984359741,2665.5999870300293,-1702.9599885940552,-63.89,72,212
1015,Dairy_Cream_1015,2025-09-01,1682.0599536895752,4655.850002288818,-2973.790048599243,-63.87,62,183
1015,Dairy_Cream_1015,2023-09-01,1437.8899631500244,3976.789960861206,-2538.8999977111816,-63.84,53,170
1093,Snacks_Chips_1093,2022-09-01,462.8400044441223,1279.7400279045105,-816.9000234603882,-63.83,58,173
1012,Beverages_Juices_1012,2022-09-01,860.1000118255615,2377.259991645813,-1517.1599798202515,-63.82,61,180
1174,Electronics_Mobile Accessories_1174,2022-09-01,15173.550170898438,41907.20095825195,-26733.650787353516,-63.79,63,188
1052,Snacks_Crackers_1052,2022-09-01,1251.0000228881836,3454.170030593872,-2203.1700077056885,-63.78,75,220
1017,Household_Paper Products_1017,2021-09-01,2637.030002593994,7275.930080413818,-4638.900077819824,-63.76,61,179
1189,Electronics_Batteries_1189,2025-04-01,4889.969898223877,13491.82020187378,-8601.850303649902,-63.76,63,218
1076,Snacks_Chocolates_1076,2025-04-01,1266.7100200653076,3492.539970397949,-2225.8299503326416,-63.73,58,193
