cust_id,city,recency_days,purchase_frequency,monetary_value,recency_score,frequency_score,monetary_score,rfm_code,customer_segment
2420,Dubai,34,109,14727.24,2,5,5,255,At Risk
2183,Dubai,58,102,14700.17,1,4,5,145,At Risk
3448,Sharjah,37,105,14661.04,2,5,5,255,At Risk
273,Sharjah,33,110,14655.14,2,5,5,255,At Risk
4233,Sharjah,32,115,14620.87,2,5,5,255,At Risk
1777,Dubai,31,109,14620.37,2,5,5,255,At Risk
2758,Dubai,67,95,14612.93,1,3,5,135,At Risk
3875,Dubai,83,107,14607.82,1,5,5,155,At Risk
372,Sharjah,60,111,14606.25,1,5,5,155,At Risk
4632,Sharjah,54,106,14588.12,1,5,5,155,At Risk
341,Dubai,33,123,14578.55,2,5,5,255,At Risk
301,Dubai,23,125,14571.12,2,5,5,255,At Risk
4245,Sharjah,33,98,14570.44,2,3,5,235,At Risk
2277,Dubai,25,112,14516.66,2,5,5,255,At Risk
2740,Dubai,42,105,14492.77,1,5,5,155,At Risk
2267,Abu Dhabi,40,96,14490.65,1,3,5,135,At Risk
4691,Sharjah,70,111,14489.98,1,5,5,155,At Risk
4875,Dubai,30,115,14476.32,2,5,5,255,At Risk
4371,Sharjah,60,108,14464.13,1,5,5,155,At Risk
4495,Dubai,48,116,14428.38,1,5,5,155,At Risk
3564,Dubai,71,107,14417.25,1,5,5,155,At Risk
1372,Dubai,25,110,14414.18,2,5,5,255,At Risk
590,Abu Dhabi,25,98,14411.05,2,3,5,235,At Risk
2432,Abu Dhabi,24,94,14408.65,2,3,5,235,At Risk
2261,Dubai,29,113,14404.51,2,5,5,255,At Risk
1948,Abu Dhabi,28,96,14396.08,2,3,5,235,At Risk
1223,Dubai,57,90,14385.47,1,2,5,125,At Risk
4308,Dubai,35,110,14372.00,2,5,5,255,At Risk
2015,Abu Dhabi,32,97,14371.41,2,3,5,235,At Risk
2437,Dubai,34,103,14357.53,2,4,5,245,At Risk
3385,Sharjah,36,129,14348.92,2,5,5,255,At Risk
448,Dubai,27,114,14323.10,2,5,5,255,At Risk
265,Dubai,23,104,14322.81,2,4,5,245,At Risk
1619,Sharjah,33,97,14321.88,2,3,5,235,At Risk
3337,Dubai,32,124,14311.03,2,5,5,255,At Risk
2927,Dubai,88,80,14292.56,1,1,5,115,At Risk
1538,Dubai,26,108,14291.16,2,5,5,255,At Risk
1115,Dubai,46,113,14290.39,1,5,5,155,At Risk
1748,Dubai,42,103,14288.74,1,4,5,145,At Risk
229,Dubai,32,107,14283.62,2,5,5,255,At Risk
4450,Dubai,43,106,14264.20,1,5,5,155,At Risk
4343,Dubai,38,90,14256.43,2,2,5,225,At Risk
142,Sharjah,44,110,14249.77,1,5,5,155,At Risk
2350,Dubai,64,115,14245.54,1,5,5,155,At Risk
828,Abu Dhabi,32,97,14228.11,2,3,5,235,At Risk
1752,Abu Dhabi,39,106,14209.88,1,5,5,155,At Risk
366,Dubai,35,99,14195.34,2,3,5,235,At Risk
357,Dubai,29,101,14175.62,2,4,5,245,At Risk
795,Sharjah,49,103,14171.35,1,4,5,145,At Risk
3495,Sharjah,30,96,14159.26,2,3,5,235,At Risk
3402,Dubai,27,103,14142.94,2,4,5,245,At Risk
946,Dubai,76,100,14136.52,1,4,5,145,At Risk
2919,Dubai,56,98,14109.92,1,3,5,135,At Risk
4088,Dubai,32,95,14097.99,2,3,5,235,At Risk
4811,Dubai,34,90,14064.96,2,2,5,225,At Risk
3407,Dubai,58,100,14051.67,1,4,5,145,At Risk
3288,Abu Dhabi,24,101,14026.90,2,4,5,245,At Risk
1393,Sharjah,27,106,14018.57,2,5,5,255,At Risk
4239,Dubai,36,125,14012.73,2,5,5,255,At Risk
2774,Dubai,37,100,13999.25,2,4,5,245,At Risk
3636,Abu Dhabi,25,121,13971.65,2,5,5,255,At Risk
506,Sharjah,34,103,13968.13,2,4,5,245,At Risk
1706,Dubai,34,89,13947.82,2,2,5,225,At Risk
2438,Abu Dhabi,75,116,13922.39,1,5,5,155,At Risk
4366,Dubai,33,111,13921.31,2,5,5,255,At Risk
2344,Dubai,112,113,13916.57,1,5,5,155,At Risk
4945,Dubai,28,112,13908.69,2,5,5,255,At Risk
4336,Sharjah,35,107,13904.95,2,5,5,255,At Risk
3853,Abu Dhabi,55,116,13899.86,1,5,5,155,At Risk
1968,Dubai,23,111,13894.97,2,5,5,255,At Risk
2679,Sharjah,59,110,13879.67,1,5,5,155,At Risk
3077,Dubai,36,105,13876.00,2,5,5,255,At Risk
4568,Dubai,61,108,13859.71,1,5,5,155,At Risk
4562,Sharjah,48,93,13850.07,1,2,5,125,At Risk
757,Abu Dhabi,48,90,13848.51,1,2,5,125,At Risk
4567,Abu Dhabi,35,99,13846.42,2,4,5,245,At Risk
2524,Dubai,24,110,13842.48,2,5,5,255,At Risk
3476,Sharjah,27,107,13829.52,2,5,5,255,At Risk
2218,Sharjah,24,113,13825.95,2,5,5,255,At Risk
3554,Abu Dhabi,64,95,13820.39,1,3,5,135,At Risk
2925,Dubai,34,106,13818.36,2,5,5,255,At Risk
916,Abu Dhabi,116,92,13813.21,1,2,5,125,At Risk
386,Abu Dhabi,25,105,13786.07,2,5,5,255,At Risk
1700,Abu Dhabi,33,106,13763.23,2,5,5,255,At Risk
2318,Abu Dhabi,83,97,13749.96,1,3,5,135,At Risk
3393,Dubai,77,114,13742.69,1,5,5,155,At Risk
2899,Abu Dhabi,24,105,13725.90,2,5,5,255,At Risk
4783,Dubai,37,110,13721.83,2,5,5,255,At Risk
890,Dubai,37,105,13718.95,2,5,5,255,At Risk
913,Dubai,76,100,13701.74,1,4,5,145,At Risk
3981,Abu Dhabi,29,105,13694.06,2,5,5,255,At Risk
3045,Dubai,34,108,13693.96,2,5,5,255,At Risk
4513,Dubai,32,97,13691.59,2,3,5,235,At Risk
2351,Abu Dhabi,30,107,13691.24,2,5,5,255,At Risk
3100,Abu Dhabi,63,123,13687.45,1,5,5,155,At Risk
4103,Abu Dhabi,22,108,13669.08,2,5,5,255,At Risk
359,Abu Dhabi,34,112,13666.39,2,5,5,255,At Risk
2451,Dubai,45,101,13663.06,1,4,5,145,At Risk
2084,Sharjah,31,109,13651.51,2,5,5,255,At Risk
4315,Sharjah,29,102,13645.47,2,4,5,245,At Risk
2609,Dubai,30,107,13644.21,2,5,5,255,At Risk
319,Sharjah,45,110,13622.55,1,5,5,155,At Risk
511,Sharjah,46,102,13611.87,1,4,5,145,At Risk
3016,Sharjah,38,115,13610.33,2,5,5,255,At Risk
3010,Sharjah,25,120,13610.24,2,5,5,255,At Risk
1835,Dubai,27,121,13606.33,2,5,5,255,At Risk
4022,Abu Dhabi,28,96,13595.40,2,3,5,235,At Risk
2268,Abu Dhabi,60,107,13586.51,1,5,5,155,At Risk
707,Dubai,28,99,13576.85,2,3,5,235,At Risk
1862,Abu Dhabi,34,113,13572.85,2,5,5,255,At Risk
3,Dubai,50,98,13562.01,1,3,5,135,At Risk
856,Sharjah,27,102,13537.39,2,4,5,245,At Risk
4321,Dubai,23,107,13533.54,2,5,5,255,At Risk
2349,Abu Dhabi,68,109,13533.49,1,5,5,155,At Risk
470,Dubai,90,106,13532.28,1,5,5,155,At Risk
2613,Dubai,26,111,13528.18,2,5,5,255,At Risk
3381,Sharjah,33,115,13517.44,2,5,5,255,At Risk
4847,Dubai,87,96,13517.40,1,3,5,135,At Risk
4586,Dubai,23,91,13497.38,2,2,5,225,At Risk
4952,Abu Dhabi,23,119,13491.15,2,5,5,255,At Risk
1941,Abu Dhabi,32,106,13488.01,2,5,5,255,At Risk
4685,Sharjah,24,105,13483.81,2,5,5,255,At Risk
3817,Abu Dhabi,46,109,13476.22,1,5,5,155,At Risk
550,Dubai,39,97,13475.32,1,3,5,135,At Risk
784,Abu Dhabi,47,104,13474.75,1,4,5,145,At Risk
2951,Dubai,46,119,13470.83,1,5,5,155,At Risk
1349,Dubai,45,119,13464.64,1,5,5,155,At Risk
1775,Abu Dhabi,33,106,13459.82,2,5,5,255,At Risk
2796,Dubai,46,109,13442.25,1,5,5,155,At Risk
4864,Dubai,26,99,13426.09,2,4,5,245,At Risk
2809,Abu Dhabi,46,108,13406.66,1,5,5,155,At Risk
3830,Dubai,27,100,13401.54,2,4,5,245,At Risk
437,Sharjah,31,90,13386.59,2,2,5,225,At Risk
4577,Sharjah,85,109,13378.01,1,5,5,155,At Risk
2869,Abu Dhabi,67,96,13371.74,1,3,5,135,At Risk
3799,Dubai,46,112,13369.83,1,5,5,155,At Risk
3426,Abu Dhabi,32,98,13363.22,2,3,5,235,At Risk
1548,Dubai,26,101,13358.47,2,4,5,245,At Risk
3513,Sharjah,67,97,13357.32,1,3,5,135,At Risk
1815,Dubai,24,99,13350.76,2,4,5,245,At Risk
2129,Dubai,42,105,13349.55,1,5,5,155,At Risk
1699,Abu Dhabi,32,114,13348.69,2,5,5,255,At Risk
1130,Sharjah,71,102,13339.80,1,4,5,145,At Risk
3263,Dubai,83,99,13337.43,1,4,5,145,At Risk
2445,Dubai,62,99,13334.43,1,4,5,145,At Risk
3458,Sharjah,52,109,13334.00,1,5,5,155,At Risk
3473,Abu Dhabi,66,106,13330.32,1,5,5,155,At Risk
1633,Abu Dhabi,25,103,13324.08,2,4,5,245,At Risk
1026,Abu Dhabi,61,103,13323.67,1,4,5,145,At Risk
4624,Dubai,31,109,13317.05,2,5,5,255,At Risk
4181,Dubai,48,98,13309.98,1,3,5,135,At Risk
1248,Sharjah,72,112,13307.36,1,5,5,155,At Risk
2727,Dubai,123,104,13280.75,1,4,5,145,At Risk
2934,Abu Dhabi,46,88,13278.35,1,2,5,125,At Risk
410,Abu Dhabi,31,105,13266.51,2,5,5,255,At Risk
3585,Dubai,23,106,13256.19,2,5,5,255,At Risk
2272,Abu Dhabi,40,101,13250.92,1,4,5,145,At Risk
2390,Dubai,32,107,13247.62,2,5,5,255,At Risk
487,Abu Dhabi,39,93,13241.33,1,2,5,125,At Risk
1791,Dubai,34,94,13237.08,2,3,5,235,At Risk
444,Abu Dhabi,47,101,13234.70,1,4,5,145,At Risk
58,Sharjah,69,97,13234.21,1,3,5,135,At Risk
3387,Dubai,34,116,13232.57,2,5,5,255,At Risk
1099,Abu Dhabi,76,114,13229.33,1,5,5,155,At Risk
3071,Sharjah,37,107,13223.90,2,5,5,255,At Risk
2244,Sharjah,53,103,13222.46,1,4,5,145,At Risk
134,Sharjah,83,103,13217.93,1,4,5,145,At Risk
1305,Sharjah,50,101,13216.92,1,4,5,145,At Risk
1315,Abu Dhabi,54,101,13216.09,1,4,5,145,At Risk
970,Dubai,58,113,13213.48,1,5,5,155,At Risk
2317,Dubai,32,95,13211.87,2,3,5,235,At Risk
3419,Abu Dhabi,41,94,13208.24,1,3,5,135,At Risk
3706,Dubai,30,95,13204.08,2,3,5,235,At Risk
3189,Abu Dhabi,49,89,13197.49,1,2,5,125,At Risk
3051,Dubai,26,110,13189.27,2,5,5,255,At Risk
4175,Dubai,59,103,13187.12,1,4,5,145,At Risk
4067,Dubai,101,107,13186.87,1,5,5,155,At Risk
798,Dubai,41,101,13180.38,1,4,5,145,At Risk
1832,Dubai,25,113,13173.89,2,5,5,255,At Risk
2982,Dubai,39,93,13173.63,1,2,5,125,At Risk
364,Abu Dhabi,33,101,13171.16,2,4,5,245,At Risk
3464,Abu Dhabi,23,98,13163.32,2,3,5,235,At Risk
3733,Sharjah,53,114,13158.48,1,5,5,155,At Risk
3602,Sharjah,41,97,13156.66,1,3,5,135,At Risk
4313,Sharjah,69,100,13154.46,1,4,5,145,At Risk
4440,Dubai,23,100,13152.28,2,4,5,245,At Risk
2434,Dubai,66,96,13140.62,1,3,5,135,At Risk
3656,Abu Dhabi,70,89,13131.51,1,2,5,125,At Risk
3784,Sharjah,22,95,13108.95,2,3,5,235,At Risk
682,Abu Dhabi,25,103,13104.66,2,4,5,245,At Risk
3416,Abu Dhabi,26,93,13101.84,2,2,5,225,At Risk
727,Dubai,62,100,13092.09,1,4,5,145,At Risk
3144,Abu Dhabi,23,91,13080.72,2,2,5,225,At Risk
67,Sharjah,33,104,13073.35,2,4,5,245,At Risk
4433,Sharjah,24,119,13064.74,2,5,5,255,At Risk
2279,Abu Dhabi,31,104,13036.09,2,4,5,245,At Risk
4367,Dubai,51,96,13022.73,1,3,5,135,At Risk
1291,Abu Dhabi,53,98,13014.10,1,3,5,135,At Risk
2052,Abu Dhabi,24,111,13013.99,2,5,5,255,At Risk
3015,Sharjah,24,97,13012.10,2,3,5,235,At Risk
2134,Dubai,42,100,13010.77,1,4,5,145,At Risk
4758,Dubai,30,104,13005.66,2,5,5,255,At Risk
4506,Abu Dhabi,31,102,13001.45,2,4,5,245,At Risk
2014,Dubai,34,102,13000.38,2,4,5,245,At Risk
1631,Dubai,32,108,12998.44,2,5,5,255,At Risk
2844,Abu Dhabi,48,88,12996.57,1,2,5,125,At Risk
932,Dubai,52,101,12993.45,1,4,5,145,At Risk
3145,Dubai,52,107,12990.52,1,5,5,155,At Risk
2113,Sharjah,27,109,12988.47,2,5,5,255,At Risk
4350,Sharjah,73,96,12985.96,1,3,5,135,At Risk
2088,Abu Dhabi,43,94,12984.16,1,3,5,135,At Risk
2037,Dubai,64,104,12983.59,1,4,5,145,At Risk
1183,Dubai,42,114,12957.71,1,5,5,155,At Risk
606,Sharjah,59,99,12953.31,1,3,5,135,At Risk
4956,Dubai,29,119,12947.04,2,5,5,255,At Risk
4774,Dubai,35,104,12945.99,2,5,5,255,At Risk
240,Abu Dhabi,34,98,12945.60,2,3,5,235,At Risk
2065,Abu Dhabi,26,104,12940.73,2,4,5,245,At Risk
3053,Sharjah,43,106,12926.72,1,5,5,155,At Risk
247,Dubai,36,114,12917.57,2,5,5,255,At Risk
779,Sharjah,46,110,12912.92,1,5,5,155,At Risk
2160,Dubai,66,100,12910.00,1,4,5,145,At Risk
3225,Abu Dhabi,27,105,12908.64,2,5,5,255,At Risk
675,Dubai,43,89,12904.82,1,2,5,125,At Risk
1218,Sharjah,61,96,12904.75,1,3,5,135,At Risk
2534,Dubai,37,113,12896.67,2,5,5,255,At Risk
3942,Sharjah,64,93,12894.17,1,2,5,125,At Risk
442,Sharjah,52,118,12892.73,1,5,5,155,At Risk
4444,Dubai,22,104,12890.85,2,4,5,245,At Risk
4584,Abu Dhabi,26,102,12887.71,2,4,5,245,At Risk
3555,Dubai,23,97,12881.30,2,3,5,235,At Risk
3786,Sharjah,30,123,12868.07,2,5,5,255,At Risk
2952,Dubai,48,100,12864.37,1,4,5,145,At Risk
2400,Dubai,23,92,12860.35,2,2,5,225,At Risk
2121,Dubai,41,112,12852.82,1,5,5,155,At Risk
2072,Abu Dhabi,27,104,12852.45,2,4,5,245,At Risk
1586,Sharjah,29,111,12844.80,2,5,5,255,At Risk
1266,Dubai,39,96,12843.61,1,3,5,135,At Risk
971,Sharjah,25,100,12828.35,2,4,5,245,At Risk
1933,Abu Dhabi,37,103,12826.96,2,4,5,245,At Risk
425,Abu Dhabi,26,102,12818.92,2,4,5,245,At Risk
445,Dubai,62,96,12814.45,1,3,5,135,At Risk
3492,Sharjah,44,102,12808.56,1,4,5,145,At Risk
1611,Abu Dhabi,48,97,12801.32,1,3,5,135,At Risk
2594,Dubai,27,111,12788.67,2,5,5,255,At Risk
711,Sharjah,30,107,12786.61,2,5,5,255,At Risk
84,Sharjah,32,83,12784.46,2,1,5,215,At Risk
3603,Dubai,42,101,12781.07,1,4,5,145,At Risk
4848,Dubai,49,97,12780.02,1,3,5,135,At Risk
1293,Dubai,51,107,12774.98,1,5,5,155,At Risk
2123,Sharjah,65,113,12774.76,1,5,5,155,At Risk
1172,Abu Dhabi,35,108,12772.64,2,5,5,255,At Risk
1958,Dubai,57,99,12772.44,1,4,5,145,At Risk
380,Dubai,54,83,12771.26,1,1,5,115,At Risk
4057,Dubai,44,104,12763.67,1,4,5,145,At Risk
3234,Dubai,41,104,12761.84,1,4,5,145,At Risk
2275,Dubai,40,101,12758.86,1,4,5,145,At Risk
1295,Dubai,61,88,12757.47,1,1,5,115,At Risk
1226,Dubai,24,92,12750.60,2,2,5,225,At Risk
262,Dubai,58,114,12738.79,1,5,5,155,At Risk
4425,Dubai,103,103,12736.45,1,4,5,145,At Risk
1297,Sharjah,60,95,12733.44,1,3,5,135,At Risk
3793,Dubai,54,90,12709.19,1,2,5,125,At Risk
2953,Abu Dhabi,36,84,12693.23,2,1,5,215,At Risk
962,Sharjah,41,102,12691.68,1,4,5,145,At Risk
2315,Dubai,51,110,12687.91,1,5,5,155,At Risk
3587,Dubai,26,104,12685.93,2,4,5,245,At Risk
1654,Sharjah,44,100,12684.11,1,4,5,145,At Risk
1961,Sharjah,26,106,12679.36,2,5,5,255,At Risk
1308,Abu Dhabi,28,80,12674.17,2,1,5,215,At Risk
206,Dubai,32,98,12671.07,2,3,5,235,At Risk
4224,Dubai,27,93,12667.18,2,2,5,225,At Risk
4293,Abu Dhabi,79,108,12666.32,1,5,5,155,At Risk
4041,Dubai,82,116,12664.43,1,5,5,155,At Risk
3682,Abu Dhabi,30,98,12661.34,2,3,5,235,At Risk
2251,Dubai,75,112,12657.42,1,5,5,155,At Risk
2011,Sharjah,27,97,12655.84,2,3,5,235,At Risk
4626,Sharjah,25,103,12640.82,2,4,5,245,At Risk
3487,Dubai,23,117,12639.08,2,5,5,255,At Risk
1525,Dubai,38,98,12638.44,2,3,5,235,At Risk
2734,Dubai,38,92,12637.55,2,2,5,225,At Risk
4055,Sharjah,23,103,12636.50,2,4,5,245,At Risk
4910,Dubai,64,91,12635.93,1,2,5,125,At Risk
2135,Abu Dhabi,25,112,12626.79,2,5,5,255,At Risk
3980,Abu Dhabi,27,112,12625.34,2,5,5,255,At Risk
921,Sharjah,37,101,12618.93,2,4,5,245,At Risk
4021,Abu Dhabi,27,101,12617.26,2,4,5,245,At Risk
2444,Dubai,46,87,12615.02,1,1,5,115,At Risk
2027,Sharjah,27,109,12607.56,2,5,5,255,At Risk
22,Sharjah,37,85,12607.41,2,1,5,215,At Risk
1184,Dubai,93,106,12593.18,1,5,5,155,At Risk
2806,Dubai,67,97,12590.83,1,3,5,135,At Risk
3593,Abu Dhabi,33,83,12590.49,2,1,5,215,At Risk
4340,Sharjah,46,106,12589.92,1,5,5,155,At Risk
1763,Dubai,23,92,12587.47,2,2,5,225,At Risk
3930,Dubai,91,100,12582.20,1,4,5,145,At Risk
336,Dubai,43,92,12581.82,1,2,5,125,At Risk
1882,Abu Dhabi,23,94,12580.69,2,3,5,235,At Risk
4589,Dubai,23,99,12569.34,2,4,5,245,At Risk
3013,Abu Dhabi,27,89,12565.37,2,2,5,225,At Risk
4201,Sharjah,34,102,12561.17,2,4,5,245,At Risk
4897,Sharjah,52,106,12560.22,1,5,5,155,At Risk
3396,Sharjah,51,102,12557.01,1,4,5,145,At Risk
419,Dubai,44,93,12554.16,1,2,5,125,At Risk
1635,Dubai,51,99,12548.23,1,4,5,145,At Risk
1746,Abu Dhabi,27,105,12548.12,2,5,5,255,At Risk
2662,Dubai,75,104,12545.38,1,4,5,145,At Risk
588,Abu Dhabi,82,98,12537.77,1,3,5,135,At Risk
252,Dubai,26,115,12534.33,2,5,5,255,At Risk
3987,Sharjah,46,105,12532.77,1,5,5,155,At Risk
3655,Dubai,34,99,12530.55,2,4,5,245,At Risk
344,Dubai,33,98,12529.43,2,3,5,235,At Risk
4511,Abu Dhabi,32,102,12524.51,2,4,5,245,At Risk
200,Dubai,23,97,12516.82,2,3,5,235,At Risk
1569,Dubai,61,109,12512.56,1,5,5,155,At Risk
286,Dubai,23,97,12506.30,2,3,5,235,At Risk
129,Dubai,56,100,12496.61,1,4,5,145,At Risk
233,Dubai,74,96,12492.05,1,3,4,134,At Risk
3432,Dubai,32,110,12489.20,2,5,4,254,At Risk
876,Dubai,61,93,12488.10,1,2,4,124,At Risk
1935,Dubai,27,110,12487.30,2,5,4,254,At Risk
3292,Sharjah,31,86,12485.07,2,1,4,214,At Risk
2579,Abu Dhabi,51,105,12470.47,1,5,4,154,At Risk
1257,Abu Dhabi,51,104,12468.56,1,4,4,144,At Risk
118,Dubai,36,101,12467.34,2,4,4,244,At Risk
1993,Dubai,61,91,12455.22,1,2,4,124,At Risk
3086,Sharjah,23,97,12455.19,2,3,4,234,At Risk
4148,Dubai,60,109,12453.02,1,5,4,154,At Risk
1520,Dubai,54,92,12448.57,1,2,4,124,At Risk
852,Sharjah,69,87,12448.22,1,1,4,114,At Risk
4720,Sharjah,42,101,12442.73,1,4,4,144,At Risk
3004,Abu Dhabi,66,89,12442.67,1,2,4,124,At Risk
894,Dubai,31,103,12439.96,2,4,4,244,At Risk
4267,Abu Dhabi,37,103,12436.60,2,4,4,244,At Risk
2096,Dubai,75,103,12433.40,1,4,4,144,At Risk
3925,Abu Dhabi,43,106,12430.63,1,5,4,154,At Risk
2173,Abu Dhabi,62,93,12429.97,1,2,4,124,At Risk
1780,Dubai,47,92,12428.31,1,2,4,124,At Risk
1779,Dubai,38,103,12428.17,2,4,4,244,At Risk
850,Dubai,31,103,12428.05,2,4,4,244,At Risk
4460,Dubai,22,109,12424.98,2,5,4,254,At Risk
629,Dubai,34,103,12424.82,2,4,4,244,At Risk
2610,Dubai,23,100,12413.47,2,4,4,244,At Risk
3453,Abu Dhabi,89,101,12411.34,1,4,4,144,At Risk
3175,Abu Dhabi,29,98,12409.60,2,3,4,234,At Risk
3451,Sharjah,52,107,12407.77,1,5,4,154,At Risk
4713,Abu Dhabi,31,106,12406.51,2,5,4,254,At Risk
787,Abu Dhabi,76,80,12397.04,1,1,4,114,At Risk
3819,Abu Dhabi,95,81,12394.43,1,1,4,114,At Risk
2642,Dubai,96,100,12393.03,1,4,4,144,At Risk
2103,Dubai,24,114,12390.13,2,5,4,254,At Risk
1743,Sharjah,38,119,12388.36,2,5,4,254,At Risk
3462,Dubai,53,96,12385.97,1,3,4,134,At Risk
4756,Sharjah,42,101,12385.80,1,4,4,144,At Risk
4537,Sharjah,31,98,12385.72,2,3,4,234,At Risk
2188,Dubai,29,103,12382.38,2,4,4,244,At Risk
421,Sharjah,24,84,12377.31,2,1,4,214,At Risk
2316,Dubai,27,107,12375.98,2,5,4,254,At Risk
2979,Abu Dhabi,28,95,12367.57,2,3,4,234,At Risk
1320,Dubai,67,104,12357.78,1,4,4,144,At Risk
4599,Dubai,25,104,12357.16,2,4,4,244,At Risk
1578,Dubai,90,98,12352.12,1,3,4,134,At Risk
423,Abu Dhabi,46,94,12329.29,1,2,4,124,At Risk
799,Dubai,23,87,12325.48,2,1,4,214,At Risk
3707,Abu Dhabi,34,114,12318.76,2,5,4,254,At Risk
4904,Dubai,23,109,12316.91,2,5,4,254,At Risk
4518,Abu Dhabi,61,109,12316.59,1,5,4,154,At Risk
185,Abu Dhabi,29,95,12315.64,2,3,4,234,At Risk
2775,Abu Dhabi,28,104,12311.84,2,4,4,244,At Risk
2446,Abu Dhabi,27,105,12310.07,2,5,4,254,At Risk
1131,Dubai,27,95,12309.08,2,3,4,234,At Risk
4238,Dubai,121,84,12304.01,1,1,4,114,At Risk
862,Dubai,78,103,12300.91,1,4,4,144,At Risk
495,Sharjah,35,107,12296.04,2,5,4,254,At Risk
3792,Abu Dhabi,37,91,12294.09,2,2,4,224,At Risk
4492,Dubai,22,97,12293.82,2,3,4,234,At Risk
800,Sharjah,33,116,12288.92,2,5,4,254,At Risk
801,Dubai,70,82,12286.04,1,1,4,114,At Risk
3863,Abu Dhabi,37,98,12283.86,2,3,4,234,At Risk
4111,Dubai,48,97,12281.68,1,3,4,134,At Risk
25,Abu Dhabi,27,90,12278.50,2,2,4,224,At Risk
288,Dubai,40,100,12274.09,1,4,4,144,At Risk
1364,Dubai,37,113,12271.75,2,5,4,254,At Risk
3163,Sharjah,48,102,12271.66,1,4,4,144,At Risk
4249,Dubai,77,108,12271.24,1,5,4,154,At Risk
3026,Dubai,81,102,12268.19,1,4,4,144,At Risk
684,Dubai,35,88,12267.11,2,1,4,214,At Risk
